,HIGHESG,LOWESG,,,,,,,,
4/9/2013,0.009006137,0.175208294,,1.009006137,1.175208294,,0.962645792,4.375080086,,TRUE
4/10/2013,0.001326138,-0.001091302,,1.001326138,0.998908698,,0.963922393,4.370305554,,FALSE
4/11/2013,0.014789619,0.006982889,,1.014789619,1.006982889,,0.978178438,4.400822912,,FALSE
4/12/2013,-0.002678499,0.001794286,,0.997321501,1.001794286,,0.975558388,4.408719246,,FALSE
4/15/2013,-0.008061335,-0.006956907,,0.991938665,0.993043093,,0.967694085,4.378048194,,FALSE
4/16/2013,-0.005761369,-0.017546627,,0.994238631,0.982453373,,0.962118843,4.301228214,,FALSE
4/17/2013,-0.008688828,0.017940302,,0.991311172,1.017940302,,0.953759158,4.378393549,,FALSE
4/18/2013,0.003066534,-0.007999092,,1.003066534,0.992000908,,0.956683893,4.343370376,,FALSE
4/19/2013,0.003689943,0.00627433,,1.003689943,1.00627433,,0.960214002,4.370622115,,FALSE
4/22/2013,-0.010341255,0.189135934,,0.989658745,1.189135934,,0.950284184,5.197263812,,TRUE
4/23/2013,0.000847329,0.016294271,,1.000847329,1.016294271,,0.951089388,5.281949438,,FALSE
4/24/2013,-0.006959606,-0.003970851,,0.993040394,0.996029149,,0.94447018,5.260975601,,FALSE
4/25/2013,0.008562742,-0.001619165,,1.008562742,0.998380835,,0.952557435,5.252457213,,FALSE
4/26/2013,0.000313451,-0.015817627,,1.000313451,0.984182373,,0.952856015,5.169375805,,FALSE
4/29/2013,-0.010191647,0.045850513,,0.989808353,1.045850513,,0.943144843,5.406394339,,FALSE
4/30/2013,0.007181012,-0.009444448,,1.007181012,0.990555552,,0.949917577,5.355333931,,FALSE
5/1/2013,0.004872063,-0.01000122,,1.004872063,0.98999878,,0.954545636,5.301774061,,FALSE
5/2/2013,-0.00917709,-0.002567275,,0.99082291,0.997432725,,0.945785685,5.28816295,,FALSE
5/3/2013,-0.000784607,-0.018014967,,0.999215393,0.981985033,,0.945043615,5.192896867,,FALSE
5/6/2013,0.004012635,-5.13E-05,,1.004012635,0.999948739,,0.94883573,5.192630676,,FALSE
5/7/2013,0.004072883,-0.014055579,,1.004072883,0.985944421,,0.952700227,5.119645243,,FALSE
5/8/2013,-0.005630568,0.006140512,,0.994369432,1.006140512,,0.947335984,5.151082486,,FALSE
5/9/2013,0.023400623,-0.000983832,,1.023400623,0.999016168,,0.969504236,5.146014688,,FALSE
5/10/2013,0.003202981,0.029136972,,1.003202981,1.029136972,,0.972609539,5.295953972,,FALSE
5/13/2013,-0.028387492,0.042036757,,0.971612508,1.042036757,,0.944999594,5.518578701,,FALSE
5/14/2013,0.007820135,-0.03099886,,1.007820135,0.96900114,,0.952389619,5.34750905,,FALSE
5/15/2013,-0.001866492,-0.022296276,,0.998133508,0.977703724,,0.950611991,5.228279514,,FALSE
5/16/2013,0.00065654,0.026169898,,1.00065654,1.026169898,,0.951236106,5.365103056,,FALSE
5/17/2013,-0.072484106,0.007684659,,0.927515894,1.007684659,,0.882286607,5.406332044,,FALSE
5/20/2013,-0.039442474,-0.009712554,,0.960557526,0.990287446,,0.84748704,5.353822754,,FALSE
5/21/2013,0.006479472,0.022644908,,1.006479472,1.022644908,,0.852978309,5.475059579,,FALSE
5/22/2013,0.022672022,-0.041863155,,1.022672022,0.958136845,,0.872317052,5.245856313,,FALSE
5/23/2013,0.001404161,-0.006140484,,1.001404161,0.993859516,,0.873541926,5.213644214,,FALSE
5/24/2013,0.00290293,-0.023336544,,1.00290293,0.976663456,,0.876077757,5.091975776,,FALSE
5/28/2013,0.004707962,-0.048397506,,1.004707962,0.951602494,,0.880202297,4.845536847,,FALSE
5/29/2013,0.007979893,0.014619129,,1.007979893,1.014619129,,0.887226218,4.916374378,,FALSE
5/30/2013,0.005416616,0.011825741,,1.005416616,1.011825741,,0.892031981,4.974514146,,FALSE
5/31/2013,0.004262334,0.005547325,,1.004262334,1.005547325,,0.895834119,5.00210939,,FALSE
6/3/2013,-0.004872118,0.001228733,,0.995127882,1.001228733,,0.891469509,5.008255645,,FALSE
6/4/2013,-0.002901084,0.0182383,,0.997098916,1.0182383,,0.888883282,5.099597714,,FALSE
6/5/2013,0.001362181,-0.004603781,,1.001362181,0.995396219,,0.890094102,5.076120284,,FALSE
6/6/2013,-0.008029627,-0.030201727,,0.991970373,0.969798273,,0.882946978,4.922812683,,FALSE
6/7/2013,0.007131938,0.016519749,,1.007131938,1.016519749,,0.889244101,5.004136311,,FALSE
6/10/2013,-0.005409603,-0.022967962,,0.994590397,0.977032038,,0.884433644,4.889201497,,FALSE
6/11/2013,0.003141499,-0.004936043,,1.003141499,0.995063957,,0.887212091,4.865068188,,FALSE
6/12/2013,0.003537971,-0.001305293,,1.003537971,0.998694707,,0.890351022,4.858717848,,FALSE
6/13/2013,0.001495737,0.012889117,,1.001495737,1.012889117,,0.891682753,4.92134243,,FALSE
6/14/2013,0.008499999,0.010224415,,1.008499999,1.010224415,,0.899262055,4.971660276,,FALSE
6/17/2013,0.00062567,0.011855537,,1.00062567,1.011855537,,0.899824697,5.03060198,,FALSE
6/18/2013,-0.002732598,0.007707747,,0.997267402,1.007707747,,0.897365838,5.069376588,,FALSE
6/19/2013,0.008235263,-0.001545026,,1.008235263,0.998454974,,0.904755882,5.061544267,,FALSE
6/20/2013,0.003617746,0.004514858,,1.003617746,1.004514858,,0.908029059,5.084396423,,FALSE
6/21/2013,0.006427664,-0.010963994,,1.006427664,0.989036006,,0.913865564,5.028651131,,FALSE
6/24/2013,0.004251574,0.004838895,,1.004251574,1.004838895,,0.917750932,5.052984244,,FALSE
6/25/2013,-0.008518693,-0.000664828,,0.991481307,0.999335172,,0.909932893,5.049624881,,FALSE
6/26/2013,-0.005222128,0.011636527,,0.994777872,1.011636527,,0.905181106,5.108384977,,FALSE
6/27/2013,-0.003201664,-0.01094389,,0.996798336,0.98905611,,0.902283021,5.052479373,,FALSE
6/28/2013,-0.002426816,-0.004704892,,0.997573184,0.995295108,,0.900093346,5.028708003,,FALSE
7/1/2013,0.007031564,-0.009398404,,1.007031564,0.990601596,,0.906422409,4.981446174,,FALSE
7/2/2013,-0.000931689,-0.002068955,,0.999068311,0.997931045,,0.905577906,4.971139784,,FALSE
7/3/2013,0.008663812,0.007330976,,1.008663812,1.007330976,,0.913423663,5.007583088,,FALSE
7/5/2013,-0.026461452,0.007339718,,0.973538548,1.007339718,,0.889253146,5.044337336,,FALSE
7/8/2013,-0.00688614,-0.013525227,,0.99311386,0.986474773,,0.883129625,4.976111529,,FALSE
7/9/2013,0.004528243,-0.014229713,,1.004528243,0.985770287,,0.88712865,4.905302892,,FALSE
7/10/2013,-0.007836756,0.018919243,,0.992163244,1.018919243,,0.880176439,4.99810751,,FALSE
7/11/2013,0.001071678,-0.003368053,,1.001071678,0.996631947,,0.881119705,4.981273618,,FALSE
7/12/2013,0.007654443,0.017154527,,1.007654443,1.017154527,,0.887864185,5.066725009,,FALSE
7/15/2013,-0.003270614,0.014925523,,0.996729386,1.014925523,,0.884960324,5.142348528,,FALSE
7/16/2013,-0.006742089,0.004124577,,0.993257911,1.004124577,,0.878993842,5.163558543,,FALSE
7/17/2013,-0.006389964,-0.001680459,,0.993610036,0.998319541,,0.873377103,5.154881394,,FALSE
7/18/2013,-0.008073996,0.012590954,,0.991926004,1.012590954,,0.866325461,5.219786267,,FALSE
7/19/2013,-0.00446086,0.007786651,,0.99553914,1.007786651,,0.862460904,5.26043092,,FALSE
7/22/2013,-0.002599025,0.002300383,,0.997400975,1.002300383,,0.860219347,5.272531924,,FALSE
7/23/2013,-0.004242224,0.000906439,,0.995757776,1.000906439,,0.856570103,5.277311155,,FALSE
7/24/2013,-0.000435833,0.003153872,,0.999564167,1.003153872,,0.856196782,5.29395512,,FALSE
7/25/2013,0.021149261,-0.015984277,,1.021149261,0.984015723,,0.87430471,5.209335074,,FALSE
7/26/2013,-0.008678132,0.0078711,,0.991321868,1.0078711,,0.866717378,5.250338271,,FALSE
7/29/2013,0.006951527,-0.017376034,,1.006951527,0.982623966,,0.872742387,5.159108217,,FALSE
7/30/2013,-0.000924283,0.001181788,,0.999075717,1.001181788,,0.871935726,5.165205187,,FALSE
7/31/2013,0.008884224,0.007934799,,1.008884224,1.007934799,,0.879682199,5.206190054,,FALSE
8/1/2013,-0.0064362,0.004584304,,0.9935638,1.004584304,,0.874020388,5.230056811,,FALSE
8/2/2013,0.001934574,-0.003641175,,1.001934574,0.996358825,,0.875711245,5.211013261,,FALSE
8/5/2013,-0.009658465,0.081399162,,0.990341535,1.081399162,,0.867253219,5.635185372,,FALSE
8/6/2013,-0.005849039,-0.038625324,,0.994150961,0.961374676,,0.86218062,5.417524508,,FALSE
8/7/2013,0.007588406,-0.011092501,,1.007588406,0.988907499,,0.868723197,5.357430611,,FALSE
8/8/2013,0.002252253,0.007432368,,1.002252253,1.007432368,,0.870679781,5.397249008,,FALSE
8/9/2013,-0.001964508,-0.004612872,,0.998035492,0.995387128,,0.868969324,5.372352191,,FALSE
8/12/2013,-0.00541483,-0.002101202,,0.99458517,0.997898798,,0.864264003,5.361063795,,FALSE
8/13/2013,0.000899082,-0.007431608,,1.000899082,0.992568392,,0.865041047,5.32122247,,FALSE
8/14/2013,0.014855106,-0.034787148,,1.014855106,0.965212852,,0.877891323,5.136112317,,FALSE
8/15/2013,-0.00279464,-0.013248205,,0.99720536,0.986751795,,0.875437933,5.068068046,,FALSE
8/16/2013,-0.015375995,0.001243374,,0.984624005,1.001243374,,0.861977204,5.074369548,,FALSE
8/19/2013,0.009832803,0.005096757,,1.009832803,1.005096757,,0.870452856,5.100232376,,FALSE
8/20/2013,-0.008555531,0.011349666,,0.991444469,1.011349666,,0.863005669,5.158118312,,FALSE
8/21/2013,-0.007555213,0.014255751,,0.992444787,1.014255751,,0.856485477,5.231651164,,FALSE
8/22/2013,0.005463876,-0.009091818,,1.005463876,0.990908182,,0.861165208,5.184085944,,FALSE
8/23/2013,-0.00041534,0.016195277,,0.99958466,1.016195277,,0.860807532,5.26804365,,FALSE
8/26/2013,0.006125626,0.003895701,,1.006125626,1.003895701,,0.866080516,5.288566374,,FALSE
8/27/2013,-0.003688325,-0.010236211,,0.996311675,0.989763789,,0.86288613,5.234431491,,FALSE
8/28/2013,-0.0107231,-0.002644633,,0.9892769,0.997355367,,0.853633316,5.220588343,,FALSE
8/29/2013,-0.014532163,0.004657686,,0.985467837,1.004657686,,0.841228178,5.244904202,,FALSE
8/30/2013,0.007633863,-0.014101887,,1.007633863,0.985898113,,0.847649999,5.170941158,,FALSE
9/3/2013,-0.000791321,-0.022304031,,0.999208679,0.977695969,,0.846979235,5.055608325,,FALSE
9/4/2013,-0.007374696,-0.010249515,,0.992625304,0.989750485,,0.840733021,5.003790789,,FALSE
9/5/2013,-0.020410413,-0.007794238,,0.979589587,0.992205762,,0.823573313,4.964790054,,FALSE
9/6/2013,0.004424274,-0.00730233,,1.004424274,0.99269767,,0.827217027,4.92853552,,FALSE
9/9/2013,-0.013372081,0.003184697,,0.986627919,1.003184697,,0.816155414,4.944231414,,FALSE
9/10/2013,-0.009041684,-0.01523846,,0.990958316,0.98476154,,0.808775995,4.868888941,,FALSE
9/11/2013,0.005095433,-0.021618039,,1.005095433,0.978381961,,0.812897059,4.763633108,,FALSE
9/12/2013,0.012276059,0.005234645,,1.012276059,1.005234645,,0.822876231,4.788569039,,FALSE
9/13/2013,-0.009898517,0.000762987,,0.990101483,1.000762987,,0.814730977,4.792222653,,FALSE
9/16/2013,-0.001173867,-0.003963552,,0.998826133,0.996036448,,0.813774591,4.773228427,,FALSE
9/17/2013,0.005004932,0.003091339,,1.005004932,1.003091339,,0.817847478,4.787984092,,FALSE
9/18/2013,0.003299396,-0.000751008,,1.003299396,0.999248992,,0.820545881,4.784388278,,FALSE
9/19/2013,0.001433542,0.001807462,,1.001433542,1.001807462,,0.821722167,4.79303588,,FALSE
9/20/2013,-0.014520202,-0.013466868,,0.985479798,0.986533132,,0.809790596,4.728488699,,FALSE
9/23/2013,0.004823943,-6.28E-05,,1.004823943,0.999937182,,0.813696979,4.728191665,,FALSE
9/24/2013,-0.003505406,-0.004299037,,0.996494594,0.995700963,,0.810844641,4.707864992,,FALSE
9/25/2013,-0.004419055,0.02272053,,0.995580945,1.02272053,,0.807261475,4.814830178,,FALSE
9/26/2013,-0.00772984,-0.028490304,,0.99227016,0.971509696,,0.801021472,4.677654201,,FALSE
9/27/2013,0.000344812,-0.016419522,,1.000344812,0.983580478,,0.801297674,4.600849354,,FALSE
9/30/2013,-0.019545453,-0.015091112,,0.980454547,0.984908888,,0.785635948,4.531417421,,FALSE
10/1/2013,0.001090323,-0.008539822,,1.001090323,0.991460178,,0.786492545,4.492719921,,FALSE
10/2/2013,-0.006026373,-0.01787008,,0.993973627,0.98212992,,0.781752848,4.412434654,,FALSE
10/3/2013,0.000330601,0.010039141,,1.000330601,1.010039141,,0.782011296,4.456731707,,FALSE
10/4/2013,-0.014752666,0.000391473,,0.985247334,1.000391473,,0.770474545,4.458476398,,FALSE
10/7/2013,0.009754709,-0.015086243,,1.009754709,0.984913757,,0.7779903,4.391214741,,FALSE
10/8/2013,-0.014691274,0.024342017,,0.985308726,1.024342017,,0.766560631,4.498105765,,FALSE
10/9/2013,0.021692612,-0.023082673,,1.021692612,0.976917327,,0.783189333,4.394277462,,FALSE
10/10/2013,-0.015576175,0.012531904,,0.984423825,1.012531904,,0.770990239,4.449346124,,FALSE
10/11/2013,-0.001576943,-0.001618419,,0.998423057,0.998381581,,0.769774431,4.442145219,,FALSE
10/14/2013,0.01502178,-0.011261151,,1.01502178,0.988738849,,0.781337814,4.392121552,,FALSE
10/15/2013,0.012013935,0.011279052,,1.012013935,1.011279052,,0.790724755,4.441660521,,FALSE
10/16/2013,-0.013811803,-0.030749545,,0.986188197,0.969250455,,0.77980342,4.305081481,,FALSE
10/17/2013,0.008142282,0.001607867,,1.008142282,1.001607867,,0.7861528,4.312003479,,FALSE
10/18/2013,-0.003834174,0.005389343,,0.996165826,1.005389343,,0.783138553,4.335242345,,FALSE
10/21/2013,0.00457717,-0.019943662,,1.00457717,0.980056338,,0.786723111,4.248781738,,FALSE
10/22/2013,-0.015879,-0.013835786,,0.984121,0.986164214,,0.774230735,4.189996503,,FALSE
10/23/2013,-0.015630123,0.002387952,,0.984369877,1.002387952,,0.762129414,4.200002012,,FALSE
10/24/2013,0.009593346,-0.00658678,,1.009593346,0.99341322,,0.769440785,4.172337523,,FALSE
10/25/2013,0.013438213,0.001091891,,1.013438213,1.001091891,,0.779780694,4.17689326,,FALSE
10/28/2013,-0.000136882,0.010429365,,0.999863118,1.010429365,,0.779673956,4.220455606,,FALSE
10/29/2013,-0.000366669,0.001067847,,0.999633331,1.001067847,,0.779388074,4.224962405,,FALSE
10/30/2013,-0.040104882,-0.004091544,,0.959895118,0.995908456,,0.748130807,4.207675784,,FALSE
10/31/2013,-0.005306171,0.009214052,,0.994693829,1.009214052,,0.744161097,4.246445527,,FALSE
11/1/2013,0.008965483,0.026385437,,1.008965483,1.026385437,,0.75083286,4.358489848,,FALSE
11/4/2013,-0.011617846,-0.015999891,,0.988382154,0.984000109,,0.7421098,4.288754486,,FALSE
11/5/2013,-0.00412193,-0.002692444,,0.99587807,0.997307556,,0.739050875,4.277207255,,FALSE
11/6/2013,0.0002355,-0.006631024,,1.0002355,0.993368976,,0.739224921,4.248844991,,FALSE
11/7/2013,0.007585299,-0.009544727,,1.007585299,0.990455273,,0.744832163,4.208290927,,FALSE
11/8/2013,0.015392716,-0.006241963,,1.015392716,0.993758037,,0.756297153,4.182022931,,FALSE
11/11/2013,-0.014918391,-0.004935733,,0.985081609,0.995064267,,0.745014417,4.161381583,,FALSE
11/12/2013,0.012003244,0.007619227,,1.012003244,1.007619227,,0.753957007,4.193088095,,FALSE
11/13/2013,0.004862078,0.018870758,,1.004862078,1.018870758,,0.757622805,4.272214845,,FALSE
11/14/2013,-0.018784017,0.030306241,,0.981215983,1.030306241,,0.743391605,4.401689619,,FALSE
11/15/2013,0.013508986,-0.008186894,,1.013508986,0.991813106,,0.753434071,4.365653454,,FALSE
11/18/2013,-0.000444939,0.001563292,,0.999555061,1.001563292,,0.75309884,4.372478247,,FALSE
11/19/2013,0.01759348,0.012221921,,1.01759348,1.012221921,,0.766348469,4.425918332,,FALSE
11/20/2013,0.010744926,-0.000772921,,1.010744926,0.999227079,,0.774582827,4.422497447,,FALSE
11/21/2013,0.010487829,-0.003781968,,1.010487829,0.996218032,,0.782706519,4.405771702,,FALSE
11/22/2013,0.003192149,-0.010358651,,1.003192149,0.989641349,,0.785205036,4.360133849,,FALSE
11/25/2013,0.006838777,-0.004330561,,1.006838777,0.995669439,,0.790574878,4.341252025,,FALSE
11/26/2013,-0.00065165,0.038591064,,0.99934835,1.038591064,,0.7900597,4.50878556,,FALSE
11/27/2013,-0.013567479,0.034360158,,0.986432521,1.034360158,,0.779340582,4.663708142,,FALSE
11/29/2013,0.009449266,-0.008456139,,1.009449266,0.991543861,,0.786704778,4.624271177,,FALSE
12/2/2013,-0.005226184,-0.010530088,,0.994773816,0.989469912,,0.782593314,4.575577195,,FALSE
12/3/2013,-0.000354114,0.006830555,,0.999645886,1.006830555,,0.782316186,4.606830928,,FALSE
12/4/2013,0.049788929,-0.005775513,,1.049788929,0.994224487,,0.821266872,4.580224116,,FALSE
12/5/2013,0.010679117,0.003657368,,1.010679117,1.003657368,,0.830037277,4.59697568,,FALSE
12/6/2013,0.001313049,-0.019814172,,1.001313049,0.980185828,,0.831127157,4.505890412,,FALSE
12/9/2013,0.010768788,0.008669963,,1.010768788,1.008669963,,0.84007739,4.544956317,,FALSE
12/10/2013,0.001060736,-0.013211105,,1.001060736,0.986788895,,0.84096849,4.48491242,,FALSE
12/11/2013,-0.006607863,0.0090962,,0.993392137,1.0090962,,0.835411486,4.525708082,,FALSE
12/12/2013,-0.017204728,0.002365301,,0.982795272,1.002365301,,0.821038459,4.536412743,,FALSE
12/13/2013,-0.011915102,0.022405606,,0.988084898,1.022405606,,0.811255702,4.638053818,,FALSE
12/16/2013,0.01920036,-0.024526526,,1.01920036,0.975473474,,0.826832103,4.524298468,,FALSE
12/17/2013,-0.012226902,-0.023856662,,0.987773098,0.976143338,,0.816722508,4.416363809,,FALSE
12/18/2013,-0.000471368,-0.01883103,,0.999528632,0.98116897,,0.816337531,4.333199128,,FALSE
12/19/2013,-0.024204202,-0.006849292,,0.975795798,0.993150708,,0.796578732,4.303519782,,FALSE
12/20/2013,0.002226656,0.026552724,,1.002226656,1.026552724,,0.798352439,4.417789954,,FALSE
12/23/2013,-0.009443437,-0.010822879,,0.990556563,0.989177121,,0.790813248,4.369976746,,FALSE
12/24/2013,0.003246041,-0.009353029,,1.003246041,0.990646971,,0.79338026,4.329104226,,FALSE
12/26/2013,0.003677346,-0.017794774,,1.003677346,0.982205226,,0.796297794,4.252068793,,FALSE
12/27/2013,0.000746577,0.020428546,,1.000746577,1.020428546,,0.796892292,4.338932375,,FALSE
12/30/2013,0.011759442,-0.02134048,,1.011759442,0.97865952,,0.806263301,4.246337475,,FALSE
12/31/2013,-0.016106551,0.001276318,,0.983893449,1.001276318,,0.793277179,4.251757153,,FALSE
1/2/2014,0.009755104,0.008283327,,1.009755104,1.008283327,,0.80101568,4.28697585,,FALSE
1/3/2014,-0.00861051,-0.003361862,,0.99138949,0.996638138,,0.794118527,4.27256363,,FALSE
1/6/2014,0.021069062,0.003830726,,1.021069062,1.003830726,,0.810849859,4.28893065,,FALSE
1/7/2014,0.002461808,-0.006998118,,1.002461808,0.993001882,,0.812846016,4.258916206,,FALSE
1/8/2014,0.005601721,0.000670404,,1.005601721,1.000670404,,0.817399353,4.261771399,,FALSE
1/9/2014,-0.016754466,-0.012240516,,0.983245534,0.987759484,,0.803704263,4.209605119,,FALSE
1/10/2014,0.012473826,0.014564156,,1.012473826,1.014564156,,0.813729531,4.270914465,,FALSE
1/13/2014,0.005305977,0.013567467,,1.005305977,1.013567467,,0.818047161,4.328859956,,FALSE
1/14/2014,-0.001660556,0.003179627,,0.998339444,1.003179627,,0.816688748,4.342624116,,FALSE
1/15/2014,-0.006353252,0.007948243,,0.993646748,1.007948243,,0.811500118,4.377140347,,FALSE
1/16/2014,-0.003296865,-0.014486753,,0.996703135,0.985513247,,0.808824712,4.313729797,,FALSE
1/17/2014,0.002925406,0.026342931,,1.002925406,1.026342931,,0.811190853,4.427366082,,FALSE
1/21/2014,0.007502803,-0.002642333,,1.007502803,0.997357667,,0.817277058,4.415667507,,FALSE
1/22/2014,-0.006505852,-0.025608079,,0.993494148,0.974391921,,0.811959975,4.302590746,,FALSE
1/23/2014,0.005346479,-0.007758648,,1.005346479,0.992241352,,0.816301102,4.269208457,,FALSE
1/24/2014,0.018144984,0.024539818,,1.018144984,1.024539818,,0.831112872,4.373974057,,FALSE
1/27/2014,-0.000526378,0.002556526,,0.999473622,1.002556526,,0.830675393,4.385156234,,FALSE
1/28/2014,0.003035055,0.015784116,,1.003035055,1.015784116,,0.833196538,4.454372047,,FALSE
1/29/2014,0.01219092,0.021231914,,1.01219092,1.021231914,,0.84335397,4.548946889,,FALSE
1/30/2014,-0.015934424,0.001962317,,0.984065576,1.001962317,,0.82991561,4.557873366,,FALSE
1/31/2014,0.011654349,-0.001041289,,1.011654349,0.998958711,,0.839587737,4.553127304,,FALSE
2/3/2014,0.00271642,0.000304057,,1.00271642,1.000304057,,0.841868409,4.554511712,,FALSE
2/4/2014,-0.004617285,-0.026822187,,0.995382715,0.973177813,,0.837981263,4.432349745,,FALSE
2/5/2014,0.004070031,-0.005167101,,1.004070031,0.994832899,,0.841391873,4.409447346,,FALSE
2/6/2014,0.00170284,0.007176695,,1.00170284,1.007176695,,0.842824629,4.441092603,,FALSE
2/7/2014,0.003357022,0.006597397,,1.003357022,1.006597397,,0.84565401,4.470392253,,FALSE
2/10/2014,-0.000205696,-0.038865393,,0.999794304,0.961134607,,0.845480062,4.296648703,,FALSE
2/11/2014,-0.006340413,-0.003822152,,0.993659587,0.996177848,,0.84011937,4.280226257,,FALSE
2/12/2014,0.003151251,-0.013016601,,1.003151251,0.986983399,,0.842766796,4.224512261,,FALSE
2/13/2014,0.018686603,-0.009125789,,1.018686603,0.990874211,,0.858515245,4.185960254,,FALSE
2/14/2014,-0.003058869,-0.000534689,,0.996941131,0.999465311,,0.855889159,4.183722068,,FALSE
2/18/2014,-0.020990091,0.011994134,,0.979009909,1.011994134,,0.837923968,4.233902192,,FALSE
2/19/2014,-0.010183544,-0.001345442,,0.989816456,0.998654558,,0.829390932,4.228205721,,FALSE
2/20/2014,-0.011684123,0.038250432,,0.988315877,1.038250432,,0.819700227,4.389936417,,FALSE
2/21/2014,0.000545859,-0.011647722,,1.000545859,0.988352278,,0.820147667,4.33880366,,FALSE
2/24/2014,-0.016472097,-0.013207314,,0.983527903,0.986792686,,0.806638115,4.281499716,,FALSE
2/25/2014,-0.005455386,0.021779368,,0.994544614,1.021779368,,0.802237593,4.374748074,,FALSE
2/26/2014,0.001631238,0.003365923,,1.001631238,1.003365923,,0.803546233,4.389473138,,FALSE
2/27/2014,-0.011158962,0.004580991,,0.988841038,1.004580991,,0.794579491,4.409581274,,FALSE
2/28/2014,-0.011367106,-0.009736409,,0.988632894,0.990263591,,0.785547422,4.366647785,,FALSE
3/3/2014,0.001640202,0.002602301,,1.001640202,1.002602301,,0.786835878,4.378011117,,FALSE
3/4/2014,-0.006167884,-0.019869911,,0.993832116,0.980130089,,0.781982766,4.291020426,,FALSE
3/5/2014,-0.00679192,0.000908414,,0.99320808,1.000908414,,0.776671602,4.294918451,,FALSE
3/6/2014,0.002343806,-0.003415536,,1.002343806,0.996584464,,0.778491969,4.280249003,,FALSE
3/7/2014,0.034570479,0.033718094,,1.034570479,1.033718094,,0.80540481,4.424570841,,FALSE
3/10/2014,-0.004659989,0.008730568,,0.995340011,1.008730568,,0.801651632,4.463199858,,FALSE
3/11/2014,0.008262321,0.021259119,,1.008262321,1.021259119,,0.808275135,4.558083555,,FALSE
3/12/2014,0.000850143,-0.013453263,,1.000850143,0.986546737,,0.808962284,4.496762459,,FALSE
3/13/2014,-0.004175767,-0.011174585,,0.995824233,0.988825415,,0.805584246,4.446513004,,FALSE
3/14/2014,0.015686895,0.028565954,,1.015686895,1.028565954,,0.818221362,4.573531892,,FALSE
3/17/2014,-0.007628115,-0.028553278,,0.992371885,0.971446722,,0.811979875,4.442942565,,FALSE
3/18/2014,-0.006104808,0.006894718,,0.993895192,1.006894718,,0.807022894,4.473575403,,FALSE
3/19/2014,0.001727598,0.004641961,,1.001727598,1.004641961,,0.808417105,4.494341564,,FALSE
3/20/2014,0.003561304,-0.00073529,,1.003561304,0.99926471,,0.811296124,4.491036922,,FALSE
3/21/2014,-0.00073042,0.021694096,,0.99926958,1.021694096,,0.810703537,4.588465908,,FALSE
3/24/2014,0.020860955,0.007478689,,1.020860955,1.007478689,,0.827615587,4.622781618,,FALSE
3/25/2014,-0.004653711,0.009038769,,0.995346289,1.009038769,,0.823764104,4.664565874,,FALSE
3/26/2014,0.000988791,0.01165231,,1.000988791,1.01165231,,0.824578634,4.718918839,,FALSE
3/27/2014,-0.022755622,0.020666865,,0.977244378,1.020666865,,0.805814834,4.816444097,,FALSE
3/28/2014,-0.001456767,-0.014879842,,0.998543233,0.985120158,,0.80464095,4.744776169,,FALSE
3/31/2014,0.040856624,0.011537002,,1.040856624,1.011537002,,0.837515863,4.79951666,,FALSE
4/1/2014,0.000482452,0.015680874,,1.000482452,1.015680874,,0.837919924,4.874777277,,FALSE
4/2/2014,0.006842849,0.004876943,,1.006842849,1.004876943,,0.843653684,4.898551286,,FALSE
4/3/2014,-0.002563016,0.009503071,,0.997436984,1.009503071,,0.841491386,4.945102566,,FALSE
4/4/2014,0.006139111,0.00962581,,1.006139111,1.00962581,,0.846657395,4.992703182,,FALSE
4/7/2014,0.024050736,0.005657056,,1.024050736,1.005657056,,0.867020128,5.020947183,,FALSE
4/8/2014,-0.000203905,0.013841152,,0.999796095,1.013841152,,0.866843339,5.090442877,,FALSE
4/9/2014,-0.014455475,-0.005568249,,0.985544525,0.994431751,,0.854312706,5.062098025,,FALSE
4/10/2014,-0.000390489,0.00986495,,0.999609511,1.00986495,,0.853979106,5.112035371,,FALSE
4/11/2014,0.006290567,0.003625568,,1.006290567,1.003625568,,0.859351119,5.130569401,,FALSE
4/14/2014,0.014624017,0.004610484,,1.014624017,1.004610484,,0.871918285,5.15422381,,FALSE
4/15/2014,0.014269052,0.012743009,,1.014269052,1.012743009,,0.884359732,5.219904129,,FALSE
4/16/2014,-0.003744181,-0.001423053,,0.996255819,0.998576947,,0.881048529,5.212475929,,FALSE
4/17/2014,0.003432566,-0.02709595,,1.003432566,0.97290405,,0.884072786,5.071238943,,FALSE
4/21/2014,-0.023272684,0.013843664,,0.976727316,1.013843664,,0.863498039,5.141443472,,FALSE
4/22/2014,0.010908096,-0.008215888,,1.010908096,0.991784112,,0.872917159,5.099201946,,FALSE
4/23/2014,0.06049752,0.021042376,,1.06049752,1.021042376,,0.925726482,5.206501271,,FALSE
4/24/2014,0.019705768,-0.007921796,,1.019705768,0.992078204,,0.943968633,5.165256429,,FALSE
4/25/2014,-0.004116504,-0.006615093,,0.995883496,0.993384907,,0.940082783,5.131087778,,FALSE
4/28/2014,0.013118506,0.011650093,,1.013118506,1.011650093,,0.952415264,5.190865428,,FALSE
4/29/2014,-0.011954212,0.030014398,,0.988045788,1.030014398,,0.94102989,5.34666613,,FALSE
4/30/2014,0.019689931,-0.005260111,,1.019689931,0.994739889,,0.959558704,5.318542073,,FALSE
